CSCE 412 Project 3 - Load Balancer Log
Mode: Bonus (Switch: Streaming + Processing LBs)
Initial servers (per pool in Switch mode): 10
Total cycles: 10000
Task time range: [5, 100]
Request arrival probability: 0.4
Adjust cooldown cycles: 50

Starting total queue size (both pools): 1995

Switch mode: routing Streaming (S) and Processing (P) to separate load balancers.

Cycle 0: Queue=985 [target 500-800, cap=1100] (OVERLOADED), Servers=10 (active=10 idle=0), Completed=0, Blocked=2, Discarded=0
Cycle 0: Queue=990 [target 500-800, cap=1100] (OVERLOADED), Servers=10 (active=10 idle=0), Completed=0, Blocked=3, Discarded=0
[Cycle 50] SCALE UP: queue=994 > upper threshold 800 (80 x 10) => servers: 10 -> 11
Cycle 50: Queue=994 [target 550-880, cap=1100] (OVERLOADED), Servers=11 (active=10 idle=1), Completed=3, Blocked=2, Discarded=0
[Cycle 50] SCALE UP: queue=993 > upper threshold 800 (80 x 10) => servers: 10 -> 11
Cycle 50: Queue=993 [target 550-880, cap=1100] (OVERLOADED), Servers=11 (active=10 idle=1), Completed=5, Blocked=3, Discarded=0
[Cycle 100] SCALE UP: queue=990 > upper threshold 880 (80 x 11) => servers: 11 -> 12
Cycle 100: Queue=990 [target 600-960, cap=1100] (OVERLOADED), Servers=12 (active=11 idle=1), Completed=13, Blocked=2, Discarded=0
[Cycle 100] SCALE UP: queue=989 > upper threshold 880 (80 x 11) => servers: 11 -> 12
Cycle 100: Queue=989 [target 600-960, cap=1100] (OVERLOADED), Servers=12 (active=11 idle=1), Completed=16, Blocked=3, Discarded=0
[Cycle 150] SCALE UP: queue=984 > upper threshold 960 (80 x 12) => servers: 12 -> 13
Cycle 150: Queue=984 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=12 idle=1), Completed=23, Blocked=2, Discarded=0
[Cycle 150] SCALE UP: queue=991 > upper threshold 960 (80 x 12) => servers: 12 -> 13
Cycle 150: Queue=991 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=11 idle=2), Completed=25, Blocked=3, Discarded=0
Cycle 200: Queue=981 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=12 idle=1), Completed=34, Blocked=2, Discarded=0
Cycle 200: Queue=992 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=12 idle=1), Completed=33, Blocked=3, Discarded=0
Cycle 250: Queue=979 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=45, Blocked=2, Discarded=0
Cycle 250: Queue=986 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=46, Blocked=4, Discarded=0
Cycle 300: Queue=976 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=12 idle=1), Completed=61, Blocked=2, Discarded=0
Cycle 300: Queue=987 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=56, Blocked=4, Discarded=0
Cycle 350: Queue=970 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=12 idle=1), Completed=74, Blocked=2, Discarded=0
Cycle 350: Queue=987 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=68, Blocked=4, Discarded=0
Cycle 400: Queue=970 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=85, Blocked=2, Discarded=0
Cycle 400: Queue=984 [target 650-1040, cap=1100] (IN RANGE), Servers=13 (active=13 idle=0), Completed=83, Blocked=4, Discarded=0
